START_DT;END_DT;CLIENT_NAME;YEAR_BIRTH;CLIENT_ID
2015-03-09;2022-06-13;Cambria;1978;401
2015-03-10;2022-06-13;Evalynn;1978;2868
2015-03-11;2022-06-13;Kadence;1978;4475
2015-03-12;2022-06-13;Mariella;1978;544
2015-03-13;2022-06-13;Mazie;1978;4170
2015-03-14;2022-06-13;Nahla;1978;4989
2015-03-15;2022-06-13;Sharon;1978;2054
2015-03-16;2022-06-13;Aylani;1978;314
2015-03-17;2022-06-13;Amyra;1978;1640
2015-03-18;2022-06-13;Evelina;1978;3089
2015-03-19;2022-06-13;Jasmin;1978;2491
2015-03-20;2022-06-13;Layan;1978;2068
2015-03-21;2022-06-13;Abril;1978;107
2015-03-22;2022-06-13;Elowen;1978;4014
2015-04-11;2022-06-13;Emilee;1978;3087
2015-04-12;2022-06-13;Solana;1978;3044
2015-04-13;2022-06-13;Zella;1978;3180
2015-04-14;2022-06-13;Moriah;1978;1679
2015-04-15;2022-06-13;Sterling;1978;4236
2015-04-16;2022-06-13;Dalett;1978;2668
2015-04-17;2022-06-13;Kamille;1978;2901
2015-04-18;2022-06-13;Nayla;1978;33
2015-04-19;2022-06-13;Rowen;1978;2430
2015-04-20;2022-06-13;Rylynn;1978;190
2015-04-21;2022-06-13;Arisbeth;1978;1919
2013-06-30;2999-12-31;Dania;1972;3551
2013-07-01;2999-12-31;Yaritza;1972;3643
2013-07-02;2999-12-31;Ziva;1972;318
2013-07-03;2999-12-31;Kailyn;1972;605
2013-07-04;2999-12-31;Tinley;1972;2282
2013-07-05;2999-12-31;Aida;1972;4713
2013-07-06;2999-12-31;Giada;1972;3108
2013-07-07;2999-12-31;Journie;1972;412
2013-07-08;2999-12-31;Dina;1972;3714
2013-07-09;2999-12-31;Jessa;1972;2575
2013-07-10;2999-12-31;Joey;1972;1411
2013-07-11;2999-12-31;Laken;1972;3306
2013-07-12;2999-12-31;Leela;1972;1071
2013-07-13;2999-12-31;Prisha;1972;802
2013-07-14;2999-12-31;Hensley;1972;4035
2013-07-15;2999-12-31;Selina;1972;2670
2013-07-16;2999-12-31;Colbie;1972;4630
2013-07-17;2999-12-31;Emi;1972;2065
2013-07-18;2999-12-31;Emmarie;1972;64
2013-07-19;2999-12-31;Amiri;1972;2438
2013-07-20;2999-12-31;Irie;1972;1765
2013-07-21;2999-12-31;Kalia;1972;1999
2013-07-22;2999-12-31;Lettie;1972;608
2013-07-23;2999-12-31;Noel;1972;1100
2013-07-24;2999-12-31;Vaeda;1972;706
2013-07-25;2999-12-31;Finnley;1972;20
2013-07-26;2999-12-31;Giulia;1972;1437
2013-07-27;2999-12-31;Janae;1972;2058
2013-07-28;2999-12-31;Jovi;1972;1918
2013-07-29;2999-12-31;Karlie;1972;331
2013-07-30;2999-12-31;Marian;1972;4739
2013-07-31;2999-12-31;Winona;1972;1108
2013-08-01;2999-12-31;Elinor;1972;1561
2013-08-02;2999-12-31;Georgina;1972;705
2013-08-03;2999-12-31;Heather;1972;3484
2013-08-04;2999-12-31;Karma;1972;4100
2013-08-05;2999-12-31;Mireya;1972;2666
2013-08-06;2999-12-31;Ripley;1972;3103
2013-08-07;2999-12-31;Carson;1972;4029
2013-08-08;2999-12-31;Eleni;1972;0
2013-08-09;2999-12-31;Kiyomi;1972;3450
2013-08-10;2999-12-31;Kristina;1972;1816
2013-08-11;2999-12-31;Rosalind;1972;2954
2013-08-12;2999-12-31;Adira;1972;1549
2013-08-13;2999-12-31;Annette;1972;3305
2013-08-14;2999-12-31;Onyx;1972;3728
2013-08-15;2999-12-31;Denisse;1972;2629
2013-08-16;2999-12-31;Kaira;1972;4268
2013-08-17;2999-12-31;Saniyah;1972;4077
2013-08-18;2999-12-31;Serafina;1972;3279
2013-08-19;2999-12-31;Yasmine;1972;3725
2013-08-20;2999-12-31;Annabel;1972;429
2013-08-21;2999-12-31;Carina;1972;4901
2013-08-22;2999-12-31;Ira;1972;421
2013-08-23;2999-12-31;Adilynn;1972;3244
2013-08-24;2999-12-31;Kyndall;1972;3158
2013-08-25;2999-12-31;Lilyanna;1972;3449
2013-08-26;2999-12-31;Zarah;1972;2258
2013-08-27;2999-12-31;Aimee;1972;4819
2013-08-28;2999-12-31;Imogen;1972;1749
2013-08-29;2999-12-31;Miller;1972;633
2013-08-30;2999-12-31;Santana;1972;4402
2013-08-31;2999-12-31;Sia;1972;1807
2013-09-01;2999-12-31;Tegan;1972;3971
2013-09-02;2999-12-31;Zaya;1972;2380
2013-09-03;2999-12-31;Honesty;1972;288
2013-09-04;2999-12-31;Yusra;1972;352
2013-09-05;2999-12-31;Addie;1972;3786
2013-09-06;2999-12-31;Bayleigh;1972;1772
2013-09-07;2999-12-31;Elissa;1972;1509
2013-09-08;2999-12-31;Hollis;1972;4973
2013-09-09;2999-12-31;Inara;1972;983
2013-09-10;2999-12-31;Kaylynn;1972;3557
2013-09-11;2999-12-31;Kollyns;1972;1943
2013-09-12;2999-12-31;Nailah;1973;4691
2013-09-13;2999-12-31;Samiyah;1973;1186
2013-09-14;2999-12-31;Aanya;1973;1505
2013-09-15;2999-12-31;Addalyn;1973;3387
2013-09-16;2999-12-31;Adilene;1973;3851
2013-09-17;2999-12-31;Jazzlyn;1973;3618
2015-04-22;2022-06-13;Juana;1978;2630
2015-04-23;2022-06-13;Kenya;1978;3882
2015-04-24;2022-06-13;Sidney;1978;903
2015-04-25;2022-06-13;Silvia;1978;1344
2015-04-26;2022-06-13;Tabitha;1978;3762
2015-08-17;2022-06-13;Valencia;1979;4730
2015-08-18;2022-06-13;Amiah;1979;3130
2015-08-19;2022-06-13;Brynnlee;1979;3779
2015-08-20;2022-06-13;Leilah;1979;2831
2015-08-21;2022-06-13;Marlie;1979;414
2015-08-22;2022-06-13;Renesmee;1979;268
2015-08-23;2022-06-13;Stacy;1979;3996
2013-09-30;2999-12-31;Bryleigh;1973;2843
2013-10-01;2999-12-31;Kailany;1973;1991
2013-10-02;2999-12-31;Kasey;1973;1792
2013-10-03;2999-12-31;Lorraine;1973;4033
2013-10-04;2999-12-31;Mirha;1973;3516
2013-10-05;2999-12-31;Raine;1973;4392
2013-10-06;2999-12-31;Lorena;1973;213
2013-10-07;2999-12-31;Amarah;1973;2452
2013-10-08;2999-12-31;Ameera;1973;4086
2013-10-09;2999-12-31;Brayleigh;1973;4976
2013-10-10;2999-12-31;Farah;1973;333
2013-10-11;2999-12-31;Kylah;1973;4024
2013-10-12;2999-12-31;Maizie;1973;206
2013-10-13;2999-12-31;Adalina;1973;604
2013-10-14;2999-12-31;Asha;1973;3152
2013-10-15;2999-12-31;Kaycee;1973;3572
2013-10-16;2999-12-31;Lavender;1973;4391
2013-10-17;2999-12-31;Legaci;1973;2107
2013-10-18;2999-12-31;Maryjane;1973;2727
2013-10-19;2999-12-31;Roslyn;1973;2189
2013-10-20;2999-12-31;Shayla;1973;2015
2013-10-21;2999-12-31;Kailee;1973;125
2013-10-22;2999-12-31;Zinnia;1973;23
2013-10-23;2999-12-31;Angeline;1973;4440
2013-10-24;2999-12-31;Austin;1973;2329
2013-10-25;2999-12-31;Carlee;1973;1021
2013-10-26;2999-12-31;Joan;1973;3905
2013-10-27;2999-12-31;Katrina;1973;3892
2013-10-28;2999-12-31;Lucie;1973;2858
2013-10-29;2999-12-31;Pepper;1973;1421
2013-10-30;2999-12-31;Roselynn;1973;115
2013-10-31;2999-12-31;Vivien;1973;4653
2013-11-01;2999-12-31;Ariela;1973;32
2013-11-02;2999-12-31;Brenna;1973;3448
2013-11-03;2999-12-31;Dariana;1973;2844
2013-11-04;2999-12-31;Joslyn;1973;1201
2013-11-05;2999-12-31;Liah;1973;1852
2013-11-06;2999-12-31;Melania;1973;782
2013-11-07;2999-12-31;Anita;1973;3520
2013-11-08;2999-12-31;Aubri;1973;824
2013-11-09;2999-12-31;Belinda;1973;3167
2013-11-10;2999-12-31;Blayke;1973;732
2013-11-11;2999-12-31;Cristina;1973;2841
2013-11-12;2999-12-31;Ireland;1973;298
2013-11-13;2999-12-31;Jayden;1973;577
2013-11-14;2999-12-31;Rori;1973;2423
2013-11-15;2999-12-31;Grecia;1973;901
2013-11-16;2999-12-31;Safiya;1973;92
2013-11-17;2999-12-31;Wrenlee;1973;4001
2013-11-18;2999-12-31;Diamond;1973;4654
2013-11-19;2999-12-31;Inaaya;1973;71
2013-11-20;2999-12-31;Khari;1973;1664
2013-11-21;2999-12-31;Xochitl;1973;1937
2013-11-22;2999-12-31;Aranza;1973;2185
2013-11-23;2999-12-31;Clarke;1973;3539
2013-11-24;2999-12-31;Katarina;1973;3640
2013-11-25;2999-12-31;Montana;1973;3193
2013-11-26;2999-12-31;Montserrat;1973;156
2013-11-27;2999-12-31;Novaleigh;1973;1383
2013-11-28;2999-12-31;Odette;1973;1817
2013-11-29;2999-12-31;Petra;1973;3070
2013-11-30;2999-12-31;Rita;1973;3748
2013-12-01;2999-12-31;Annelise;1973;2125
2013-12-02;2999-12-31;Anyla;1973;1890
2013-12-03;2999-12-31;Echo;1973;611
2013-12-04;2999-12-31;Emeri;1973;2569
2013-12-05;2999-12-31;Evangelina;1973;1298
2013-12-06;2999-12-31;Rain;1973;214
2013-12-07;2999-12-31;Symphony;1973;4344
2013-12-08;2999-12-31;Anayah;1973;4492
2013-12-09;2999-12-31;Ashtyn;1973;1127
2013-12-10;2999-12-31;Elara;1973;1651
2013-12-11;2999-12-31;Essence;1974;541
2013-12-12;2999-12-31;Gwyneth;1974;4015
2013-12-13;2999-12-31;Lindsay;1974;1894
2013-12-14;2999-12-31;Mariyah;1974;3826
2013-12-15;2999-12-31;Marlow;1974;4414
2013-12-16;2999-12-31;Navi;1974;4533
2013-12-17;2999-12-31;Zia;1974;3784
2013-12-18;2999-12-31;Alissa;1974;1604
2015-08-24;2022-06-13;Arwen;1979;4874
2015-08-25;2022-06-13;Evaluna;1979;4935
2015-08-26;2022-06-13;Lesly;1979;3665
2015-08-27;2022-06-13;Romy;1979;3179
2015-08-28;2022-06-13;Salome;1979;2245
2015-08-29;2022-06-13;Susanna;1979;785
2015-08-30;2022-06-13;Tala;1979;883
2015-08-31;2022-06-13;Theresa;1979;966
2015-09-01;2022-06-13;Ailany;1979;4039
2013-12-28;2999-12-31;Ally;1974;4237
2013-12-29;2999-12-31;Delia;1974;679
2013-12-30;2999-12-31;Jersey;1974;1932
2013-12-31;2999-12-31;Rosalynn;1974;1038
2014-01-01;2999-12-31;Tyler;1974;3427
2014-01-02;2999-12-31;Aryah;1974;625
2014-01-03;2999-12-31;Jenny;1974;1392
2014-01-04;2999-12-31;Kapri;1974;1210
2014-01-05;2999-12-31;Kelani;1974;826
2014-01-06;2999-12-31;Kodi;1974;3511
2014-01-07;2999-12-31;Naila;1974;770
2014-01-08;2999-12-31;Shoshana;1974;400
2014-01-09;2999-12-31;Zion;1974;579
2014-01-10;2999-12-31;Asia;1974;3341
2014-01-11;2999-12-31;Carmella;1974;4899
2014-01-12;2999-12-31;Kenley;1974;3927
2014-01-13;2999-12-31;Lincoln;1974;3988
2014-01-14;2999-12-31;Monserrat;1974;3889
2014-01-15;2999-12-31;Rebeca;1974;444
2014-01-16;2999-12-31;Suri;1974;1197
2014-01-17;2999-12-31;Ailyn;1974;4933
2014-01-18;2999-12-31;Baila;1974;2610
2014-01-19;2999-12-31;Diya;1974;3517
2014-01-20;2999-12-31;Ivey;1974;372
2014-01-21;2999-12-31;Kayleen;1974;781
2014-01-22;2999-12-31;Milagros;1974;4011
2014-01-23;2999-12-31;Riverlynn;1974;2356
2014-01-24;2999-12-31;Addalynn;1974;4847
2014-01-25;2999-12-31;Aleyna;1974;1835
2014-01-26;2999-12-31;Althea;1974;689
2014-01-27;2999-12-31;Ayesha;1974;2834
2014-01-28;2999-12-31;Breanna;1974;1077
2014-01-29;2999-12-31;Ester;1974;909
2014-01-30;2999-12-31;Shyla;1974;1336
2014-01-31;2999-12-31;Tess;1974;3515
2014-02-01;2999-12-31;Audra;1974;2188
2014-02-02;2999-12-31;Harlem;1974;1773
2014-02-03;2999-12-31;Janiya;1974;2940
2014-02-04;2999-12-31;Nicolette;1974;2657
2014-02-05;2999-12-31;Amilia;1974;4843
2014-02-06;2999-12-31;Dailyn;1974;2983
2014-02-07;2999-12-31;Fern;1974;1941
2014-02-08;2999-12-31;Jalayah;1974;1450
2014-02-09;2999-12-31;Khalia;1974;745
2014-02-10;2999-12-31;Kya;1974;2926
2014-02-11;2999-12-31;Lula;1974;4067
2014-02-12;2999-12-31;Martina;1974;3792
2014-02-13;2999-12-31;Sanai;1974;4226
2014-02-14;2999-12-31;Storm;1974;4505
2014-02-15;2999-12-31;Vivianne;1974;2663
2014-02-16;2999-12-31;Brynley;1974;3364
2014-02-17;2999-12-31;Emme;1974;3828
2014-02-18;2999-12-31;Kalina;1974;432
2014-02-19;2999-12-31;Krystal;1974;1491
2014-02-20;2999-12-31;Larissa;1974;1368
2014-02-21;2999-12-31;Gitty;1974;296
2014-02-22;2999-12-31;Ines;1974;4722
2014-02-23;2999-12-31;Mari;1974;368
2014-02-24;2999-12-31;Marlene;1974;1279
2014-02-25;2999-12-31;Adalie;1974;3790
2014-02-26;2999-12-31;Anaiah;1974;4708
2014-02-27;2999-12-31;Ashton;1974;1273
2014-02-28;2999-12-31;Bryn;1974;4167
2014-03-01;2999-12-31;Calista;1974;3611
2014-03-02;2999-12-31;Eliyanah;1974;1444
2014-03-03;2999-12-31;Gentry;1974;612
2014-03-04;2999-12-31;Lotus;1974;4890
2014-03-05;2999-12-31;Yael;1974;3813
2014-03-06;2999-12-31;Zelie;1974;1541
2014-03-07;2999-12-31;Agatha;1974;4457
2014-03-08;2999-12-31;Aryana;1974;2609
2014-03-09;2999-12-31;Bowie;1974;3284
2014-03-10;2999-12-31;Devorah;1975;855
2014-03-11;2999-12-31;Jalani;1975;3873
2014-03-12;2999-12-31;Jaylynn;1975;3615
2014-03-13;2999-12-31;Julietta;1975;1193
2014-03-14;2999-12-31;Kianna;1975;3076
2014-03-15;2999-12-31;Liya;1975;55
2014-03-16;2999-12-31;Liza;1975;1143
2014-03-17;2999-12-31;Maite;1975;988
2015-09-02;2022-06-13;Maple;1979;3025
2015-09-03;2022-06-13;Mika;1979;1707
2015-09-04;2022-06-13;Stori;1979;4204
2015-09-05;2022-06-13;Amor;1979;3913
2015-09-06;2022-06-13;Azul;1979;843
2015-09-07;2022-06-13;Cattleya;1979;1622
2015-09-08;2022-06-13;Hollyn;1979;518
2015-09-09;2022-06-13;Isabell;1979;1042
2015-09-10;2022-06-13;Isadora;1979;958
2015-09-11;2022-06-13;Laynie;1979;1659
2015-09-12;2022-06-13;Preslee;1979;3034
2015-09-13;2022-06-13;Raleigh;1979;2186
2015-09-14;2022-06-13;Venus;1979;1281
2016-07-09;2023-01-01;Alessa;1983;3744
2016-09-17;2023-01-01;Alessi;1983;1476
2016-09-18;2023-01-01;Bentley;1983;3136
2016-09-19;2023-01-01;Brinlee;1983;2417
2016-09-20;2023-01-01;Calla;1983;3740
2016-09-21;2023-01-01;Carmela;1983;3043
2016-09-22;2023-01-01;Esmae;1983;257
2016-09-23;2023-01-01;Jordynn;1983;575
2016-09-24;2023-01-01;Julianne;1983;1848
2016-09-25;2023-01-01;Millicent;1983;4817
2016-09-26;2023-01-01;Raeleigh;1983;3871
2016-09-27;2023-01-01;Sofie;1983;752
2016-09-28;2023-01-01;Yarely;1983;3285
2016-09-29;2023-01-01;Arizbeth;1983;4182
2016-09-30;2023-01-01;Aryanna;1983;4332
2016-10-01;2023-01-01;Bennett;1983;1613
2016-10-02;2023-01-01;Blakelyn;1983;496
2016-10-03;2023-01-01;Cori;1983;626
2016-10-04;2023-01-01;Elin;1983;3390
2016-10-05;2023-01-01;Everest;1983;87
2016-10-06;2023-01-01;Kamiya;1983;4704
2016-10-07;2023-01-01;Kari;1983;1745
2016-10-08;2023-01-01;Nelly;1983;4795
2016-10-09;2023-01-01;Rhyan;1983;3150
2016-10-10;2023-01-01;Rhylee;1983;3049
2016-10-11;2023-01-01;Adina;1983;2734
2016-10-12;2023-01-01;Avyanna;1983;4004
2016-10-13;2023-01-01;Charity;1983;631
2016-10-14;2023-01-01;Eisley;1983;3633
2020-03-09;2023-01-01;Kristen;1998;2112
2020-03-10;2023-01-01;Mileena;1998;4430
2020-03-11;2023-01-01;Oriana;1998;1146
2020-03-12;2023-01-01;Rihanna;1998;4549
2014-05-03;2999-12-31;Addelyn;1975;2212
2014-05-04;2999-12-31;Audrina;1975;2035
2014-05-05;2999-12-31;Eliette;1975;2922
2014-05-06;2999-12-31;Honey;1975;4288
2014-05-07;2999-12-31;Jamila;1975;4829
2014-05-08;2999-12-31;Keren;1975;4658
2014-05-09;2999-12-31;Linnea;1975;2281
2014-05-10;2999-12-31;Sahara;1975;3492
2014-05-11;2999-12-31;Tia;1975;4403
2014-05-12;2999-12-31;Zadie;1975;311
2014-05-13;2999-12-31;Aislynn;1975;195
2014-05-14;2999-12-31;Alanah;1975;3069
2014-05-15;2999-12-31;Anneliese;1975;2767
2014-05-16;2999-12-31;Cooper;1975;3769
2014-05-17;2999-12-31;Dara;1975;3183
2014-05-18;2999-12-31;Geneva;1975;4695
2014-05-19;2999-12-31;Geraldine;1975;1846
2014-05-20;2999-12-31;Italy;1975;2122
2014-05-21;2999-12-31;Jael;1975;4050
2014-05-22;2999-12-31;Nariah;1975;3162
2014-05-23;2999-12-31;Rayleigh;1975;4978
2014-05-24;2999-12-31;Skylynn;1975;3074
2014-05-25;2999-12-31;Wesley;1975;2650
2014-05-26;2999-12-31;Zylah;1975;413
2014-05-27;2999-12-31;Alex;1975;665
2014-05-28;2999-12-31;Arie;1975;4728
2014-05-29;2999-12-31;Bryanna;1975;1413
2014-05-30;2999-12-31;Inez;1975;3533
2014-05-31;2999-12-31;Jupiter;1975;1949
2014-06-01;2999-12-31;Kaelynn;1975;1560
2014-06-02;2999-12-31;Kaliah;1975;4132
2014-06-03;2999-12-31;Laine;1975;772
2014-06-04;2999-12-31;Marcela;1975;1768
2014-06-05;2999-12-31;Rebel;1975;2519
2014-06-06;2999-12-31;Reece;1975;929
2014-06-07;2999-12-31;Violetta;1975;4069
2014-06-08;2999-12-31;Coral;1975;2490
2014-06-09;2999-12-31;Hafsa;1975;2420
2014-06-10;2999-12-31;Janie;1975;406
2014-06-11;2999-12-31;Karmen;1975;2187
2014-06-12;2999-12-31;Lakyn;1975;1741
2014-06-13;2999-12-31;Maelyn;1975;2614
2014-06-14;2999-12-31;Mariela;1975;4381
2014-06-15;2999-12-31;Mayra;1975;4984
2014-06-16;2999-12-31;Nadine;1975;1863
2014-06-17;2999-12-31;Sherlyn;1975;2063
2014-06-18;2999-12-31;Tillie;1975;3607
2014-06-19;2999-12-31;Yuliana;1975;2563
2014-06-20;2999-12-31;Alaysia;1975;1775
2014-06-21;2999-12-31;Avaya;1975;4213
2014-06-22;2999-12-31;Lori;1975;549
2014-06-23;2999-12-31;Marion;1975;3111
2014-06-24;2999-12-31;Natalee;1975;385
2014-06-25;2999-12-31;Paulette;1975;4794
2014-06-26;2999-12-31;Yvette;1975;4152
2014-06-27;2999-12-31;Zaina;1976;1948
2014-06-28;2999-12-31;Ziya;1976;967
2014-06-29;2999-12-31;Aracely;1976;1546
2014-06-30;2999-12-31;Cecily;1976;2033
2014-07-01;2999-12-31;Damaris;1976;975
2014-07-02;2999-12-31;Jude;1976;426
2014-07-03;2999-12-31;Kenzley;1976;1697
2014-07-04;2999-12-31;Lucero;1976;4313
2014-07-05;2999-12-31;Lucinda;1976;230
2014-07-06;2999-12-31;Merritt;1976;4347
2014-07-07;2999-12-31;Nechama;1976;2352
2014-07-08;2999-12-31;Star;1976;4539
2014-07-09;2999-12-31;Zaynab;1976;2121
2014-07-10;2999-12-31;Aadya;1976;204
2014-07-11;2999-12-31;Adore;1976;3195
2014-07-12;2999-12-31;Ahlani;1976;4390
2014-07-13;2999-12-31;Briley;1976;458
2014-07-14;2999-12-31;Caitlyn;1976;4715
2014-07-15;2999-12-31;Dayanna;1976;2086
2014-07-16;2999-12-31;Emry;1976;3688
2014-07-17;2999-12-31;Kalea;1976;776
2014-07-18;2999-12-31;Marin;1976;3514
2014-07-19;2999-12-31;Odessa;1976;261
2014-07-20;2999-12-31;Rosemarie;1976;2972
2014-07-21;2999-12-31;Toni;1976;4090
2020-03-13;2023-01-01;Wilhelmina;1998;3137
2020-03-14;2023-01-01;Alaiah;1998;618
2020-03-15;2023-01-01;Aleyah;1998;3868
2020-03-16;2023-01-01;Aviva;1998;3370
2020-03-17;2023-01-01;Beckett;1998;4980
2020-03-18;2023-01-01;Elyana;1998;2432
2020-03-19;2023-01-01;Juno;1998;3590
2020-03-20;2023-01-01;Laikyn;1998;4667
2020-03-21;2023-01-01;Moira;1998;3058
2020-03-22;2023-01-01;Avalon;1998;3838
2020-03-23;2023-01-01;Edie;1998;2017
2020-03-24;2023-01-01;Lidia;1998;4321
2020-04-05;2023-01-01;Neriah;1998;3930
2020-04-06;2023-01-01;Noelani;1998;511
2020-04-07;2023-01-01;Sybil;1998;3408
2020-04-08;2023-01-01;Yuri;1998;2795
2020-04-09;2023-01-01;Amariah;1998;4910
2020-04-10;2023-01-01;Carley;1998;4789
2020-04-11;2023-01-01;Charlize;1998;2537
2020-04-12;2023-01-01;Elana;1998;2525
2023-01-01;2023-01-16;Jaleah;2000;2074
2023-01-01;2023-01-16;Kailynn;2000;1418
2023-01-01;2023-01-16;Karis;2000;3915
2023-01-01;2023-01-16;Leticia;2000;435
2023-01-01;2023-01-16;Liyana;2000;489
2023-01-01;2023-01-16;Rio;2000;1514
2023-01-01;2023-01-16;Saira;2000;4377
2023-01-01;2023-01-16;Skylah;2000;4185
2023-01-01;2023-01-16;Walker;2000;14
2023-01-01;2023-01-16;Annalia;2000;3496
2023-01-01;2023-01-16;Bree;2000;4927
2023-01-01;2023-01-16;Camden;2000;3372
2023-01-01;2023-01-16;Cienna;2000;4068
2023-01-01;2023-01-16;Courtney;2000;1914
2023-01-01;2023-01-16;Danae;2000;3588
2023-01-01;2023-01-16;Emori;2000;361
2023-01-01;2023-01-16;Eris;2000;4286
2014-08-28;2999-12-31;Iva;1976;1387
2014-08-29;2999-12-31;Jailyn;1976;2781
2014-08-30;2999-12-31;Judy;1976;4948
2014-08-31;2999-12-31;Karley;1976;2885
2014-09-01;2999-12-31;Khadijah;1976;1955
2014-09-02;2999-12-31;Kyrie;1976;2804
2014-09-03;2999-12-31;May;1976;3760
2014-09-04;2999-12-31;Noelia;1976;50
2014-09-05;2999-12-31;Nyah;1976;1284
2014-09-06;2999-12-31;Priya;1976;668
2014-09-07;2999-12-31;Shannon;1976;697
2014-09-08;2999-12-31;Temperance;1976;1233
2014-09-09;2999-12-31;Unique;1976;3614
2014-09-10;2999-12-31;Haddie;1976;4856
2014-09-11;2999-12-31;Letty;1976;2013
2014-09-12;2999-12-31;Ramsey;1976;2829
2014-09-13;2999-12-31;Rayla;1976;2628
2014-09-14;2999-12-31;Safa;1976;2865
2014-09-15;2999-12-31;Alara;1976;849
2014-09-16;2999-12-31;Ananya;1976;2405
2014-09-17;2999-12-31;Annabeth;1976;4500
2014-09-18;2999-12-31;Empress;1976;2105
2014-09-19;2999-12-31;Iyanna;1976;2433
2014-09-20;2999-12-31;Lois;1976;3506
2014-09-21;2999-12-31;Malky;1976;4677
2014-09-22;2999-12-31;Sunnie;1976;3343
2014-09-23;2999-12-31;Yazmin;1976;3091
2014-09-24;2999-12-31;Amya;1976;4300
2014-09-25;2999-12-31;Anabella;1976;1650
2014-09-26;2999-12-31;Asiya;1976;1586
2014-09-27;2999-12-31;Camellia;1976;2018
2014-09-28;2999-12-31;Eila;1976;4442
2014-09-29;2999-12-31;Harlyn;1976;4968
2014-09-30;2999-12-31;Kenzi;1976;976
2014-10-01;2999-12-31;Khelani;1976;972
2014-10-02;2999-12-31;Milly;1976;2920
2014-10-03;2999-12-31;Natalya;1976;1635
2014-10-04;2999-12-31;Zhavia;1976;4900
2014-10-05;2999-12-31;Alanis;1976;1542
2014-10-06;2999-12-31;Ameerah;1976;4744
2014-10-07;2999-12-31;Chevelle;1976;192
2014-10-08;2999-12-31;Ela;1976;4771
2014-10-09;2999-12-31;Elly;1976;4738
2014-10-10;2999-12-31;Janyla;1976;1328
2014-10-11;2999-12-31;Leni;1976;417
2014-10-12;2999-12-31;Lizeth;1976;3619
2014-10-13;2999-12-31;Regan;1976;4912
2014-10-14;2999-12-31;Rue;1976;742
2014-10-15;2999-12-31;Serene;1976;4487
2014-10-16;2999-12-31;Tahlia;1976;3393
2014-10-17;2999-12-31;Isha;1976;1721
2014-10-18;2999-12-31;Jahzara;1976;4165
2014-10-19;2999-12-31;Karleigh;1976;502
2014-10-20;2999-12-31;Laniyah;1976;2715
2014-10-21;2999-12-31;Sahana;1976;4627
2014-10-22;2999-12-31;Saphira;1976;1901
2014-10-23;2999-12-31;Winry;1976;753
2014-10-24;2999-12-31;Aiyanna;1976;2647
2014-10-25;2999-12-31;Alita;1976;3732
2014-10-26;2999-12-31;Britney;1976;906
2014-10-27;2999-12-31;Honor;1976;4907
2014-10-28;2999-12-31;Leora;1976;4142
2014-10-29;2999-12-31;Naylani;1977;935
2014-10-30;2999-12-31;Pippa;1977;4143
2014-10-31;2999-12-31;Rivky;1977;3904
2014-11-01;2999-12-31;Shae;1977;2391
2014-11-02;2999-12-31;Shanaya;1977;749
2014-11-03;2999-12-31;Arlene;1977;1093
2014-11-04;2999-12-31;Ayat;1977;4322
2014-11-05;2999-12-31;Charm;1977;3500
2014-11-06;2999-12-31;Chava;1977;380
2014-11-07;2999-12-31;Danika;1977;495
2014-11-08;2999-12-31;Eiza;1977;870
2014-11-09;2999-12-31;Luca;1977;1746
2014-11-10;2999-12-31;Makena;1977;4767
2014-11-11;2999-12-31;Sheila;1977;3482
2014-11-12;2999-12-31;Blessyn;1977;4731
2014-11-13;2999-12-31;Charlene;1977;597
2014-11-14;2999-12-31;Elsy;1977;4223
2014-11-15;2999-12-31;Ever;1977;1781
2014-11-16;2999-12-31;Hartley;1977;493
2014-11-17;2999-12-31;Hawa;1977;155
2014-11-18;2999-12-31;Kalayah;1977;1458
2014-11-19;2999-12-31;Presleigh;1977;841
2014-11-20;2999-12-31;Sana;1977;3577
2014-11-21;2999-12-31;Taelynn;1977;2384
2014-11-22;2999-12-31;Taliah;1977;990
2014-11-23;2999-12-31;Verity;1977;4423
2014-11-24;2999-12-31;Yesenia;1977;978
2014-11-25;2999-12-31;Ahana;1977;2403
2014-11-26;2999-12-31;Annaliese;1977;1649
2014-11-27;2999-12-31;Arizona;1977;2209
2014-11-28;2999-12-31;Blakelynn;1977;1168
2014-11-29;2999-12-31;Cindy;1977;2165
2014-11-30;2999-12-31;Haizley;1977;3164
2014-12-01;2999-12-31;Izabel;1977;815
2014-12-02;2999-12-31;Jazmyn;1977;3548
2014-12-03;2999-12-31;Kenzlee;1977;2915
2014-12-04;2999-12-31;Sama;1977;246
2014-12-05;2999-12-31;Samaira;1977;2649
2014-12-06;2999-12-31;Taya;1977;743
2014-12-07;2999-12-31;Wednesday;1977;3587
2014-12-08;2999-12-31;Yamilet;1977;1842
2014-12-09;2999-12-31;Anylah;1977;1173
2014-12-10;2999-12-31;Aries;1977;1153
2014-12-11;2999-12-31;Audriana;1977;666
2014-12-12;2999-12-31;Blakeleigh;1977;4420
2014-12-13;2999-12-31;Emrie;1977;3885
2014-12-14;2999-12-31;Estela;1977;2677
2014-12-15;2999-12-31;Faigy;1977;807
2014-12-16;2999-12-31;Gisselle;1977;1118
2014-12-17;2999-12-31;Kaila;1977;1342
2014-12-18;2999-12-31;Lillith;1977;4496
2014-12-19;2999-12-31;Malak;1977;1243
